Time,Mandir Marg/Wind Speed (WS),Mandir Marg/Nitrogen Dioxide(NO2),Mandir Marg/Ambient Temperature(AT),Mandir Marg/Wind Direction(WD),Mandir Marg/Solar Radiation(SR),Mandir Marg/Ammonia(NH3),Mandir Marg/M & P Xylene(M_P_Xylene),Mandir Marg/Oxides of Nitrogen(NOx),Mandir Marg/Relative Humidity(RH),Mandir Marg/Carbon Monoxide(CO),Mandir Marg/Sulfur Dioxide(SO2),Mandir Marg/Temperature(Temp),Mandir Marg/PM2.5(PM2.5),Mandir Marg/Toluene(TOL),Mandir Marg/Ozone(Ozone),Mandir Marg/Vertical Wind Speed(Wind Speed V),Mandir Marg/Nitric Oxide(NO),Mandir Marg/Benzene(BEN),Mandir Marg/PM10(PM10),Mandir Marg/Bar Pressure(BP)
02/05/2011 03:00:00,0.3,129.2,,204.67,,51.98,-1,135.92,44.83,-1,16.03,26.33,,,22.92,,8.63,,,
02/05/2011 04:00:00,0.3,171.87,,202.0,,59.13,-1,220.52,42.17,-1,13.05,26.78,,,12.52,,38.63,,,
02/05/2011 05:00:00,0.3,177.78,,210.67,,42.53,-1,254.60,40.83,-1,14.73,26.1,,,10.3,,58.1,,,
02/05/2011 06:00:00,0.3,96.12,,221.17,,29.98,-1,108.22,29.0,-1,13.6,28.78,,,24.82,,11.33,,,
02/05/2011 07:00:00,0.3,68.87,,217.5,,27.3,-1,79.50,27.67,-1,10.45,30.93,,,47.72,,9.38,,,
02/05/2011 08:00:00,0.3,52.97,,231.83,,28.3,-1,58.63,24.67,-1,10.73,34.15,,,78.28,,5.53,,,
02/05/2011 09:00:00,0.3,59.15,,235.17,,54.03,-1,64.00,20.67,-1,15.55,37.45,,,95.25,,5.15,,,
02/05/2011 10:00:00,0.3,50.4,,235.83,,48.22,-1,52.27,17.5,-1,19.5,40.57,,,171.73,0.1,2.85,,,
02/05/2011 11:00:00,0.3,37.92,,249.67,,40.05,-1,41.30,15.17,-1,14.05,42.25,,,226.25,0.1,3.52,,,
02/05/2011 12:00:00,0.3,20.05,,235.0,,42.12,-1,23.10,12.0,-1,78.15,43.57,,,231.78,,2.72,,,
02/05/2011 13:00:00,0.3,25.97,,230.33,,35.08,-1,28.90,11.0,-1,11.38,44.22,,,230.73,0.1,3.92,,,
02/05/2011 14:00:00,0.3,28.16,,236.67,,48.46,-1,30.44,11.0,-1,9.96,44.05,,,220.06,0.2,3.3,,,
02/05/2011 15:00:00,0.3,29.88,,244.0,,43.87,-1,31.98,10.5,-1,9.88,43.83,,,216.6,0.18,2.77,,,
02/05/2011 16:00:00,0.3,36.95,,250.67,,44.67,-1,40.42,11.0,-1,8.12,43.25,,,214.98,0.1,3.55,,,
02/05/2011 17:00:00,0.3,39.18,,261.67,,37.43,-1,41.07,11.83,-1,7.78,41.82,,,212.22,0.1,2.53,,,
02/05/2011 18:00:00,0.3,76.95,,221.67,,42.35,-1,78.22,19.33,-1,12.4,39.13,,,202.23,,3.27,,,
02/05/2011 19:00:00,0.3,118.03,,201.33,,47.22,-1,116.52,24.83,1.18,17.67,37.2,,,140.0,,2.63,,,
02/05/2011 20:00:00,0.3,144.92,,218.0,,40.38,5.6,142.80,30.67,1.63,12.12,34.43,,,61.9,,3.37,,,
02/05/2011 21:00:00,0.3,171.22,,218.17,,37.68,6.78,171.23,34.67,1.73,10.93,32.4,,,17.15,,5.38,,,
02/05/2011 22:00:00,0.3,235.87,,186.67,,55.8,7.72,294.77,38.33,2.07,11.07,30.7,,,6.88,,47.63,,,
02/05/2011 23:00:00,0.3,221.85,,234.5,,72.8,8.42,262.87,36.83,1.77,13.72,31.03,,,12.77,,34.97,,,
03/05/2011 00:00:00,0.3,148.82,,242.83,,84.4,7.35,148.48,39.33,1.35,29.58,29.63,,,11.3,,4.42,,,
03/05/2011 01:00:00,0.3,138.08,,218.83,,80.38,6.22,138.63,43.0,-1,21.7,28.1,,,19.35,,4.67,,,
03/05/2011 02:00:00,0.3,167.48,,238.33,,71.47,5.95,185.88,44.83,-1,20.8,27.78,,,14.78,,17.82,,,
03/05/2011 03:00:00,0.3,198.22,,197.0,,67.18,5.97,262.02,48.67,-1,21.1,27.17,,,17.18,,49.8,,,
03/05/2011 04:00:00,0.3,205.12,,220.17,,58.98,6.33,296.68,52.5,1.5,12.95,26.33,,,22.28,,69.02,,,
03/05/2011 05:00:00,0.3,193.92,,180.5,,53.92,6.65,275.37,54.33,1.32,10.87,25.83,,,7.23,,61.75,,,
03/05/2011 06:00:00,0.3,174.33,,227.17,,57.55,6.72,226.60,54.0,1.13,10.83,26.37,,,8.25,,41.18,,,
03/05/2011 07:00:00,0.3,245.32,,162.83,,54.33,6.68,327.32,43.5,1.5,9.43,31.25,,,10.54,,63.72,,,
03/05/2011 08:00:00,0.3,169.88,,195.0,,79.53,6.85,192.55,30.33,1.17,17.97,35.37,,,50.13,,20.85,,,
03/05/2011 09:00:00,0.3,70.13,,232.67,,71.83,5.78,74.57,22.0,-1,21.35,38.22,,,129.05,,5.22,,,
03/05/2011 10:00:00,0.3,52.97,,237.5,,60.5,5.02,55.47,18.83,,16.72,40.68,,,194.18,0.1,3.35,,,
03/05/2011 11:00:00,0.3,46.32,,235.17,,52.25,-1,48.60,15.67,-1,15.12,43.2,,,217.57,0.1,3.12,,,
03/05/2011 12:00:00,0.3,29.6,,228.5,,45.38,-1,33.35,12.33,-1,79.35,44.98,,,212.4,0.1,3.48,,,
03/05/2011 13:00:00,0.3,26.95,,243.0,,32.3,-1,27.63,11.0,-1,11.13,45.28,,,221.32,0.1,1.6,,,
03/05/2011 14:00:00,0.3,32.3,,258.17,,41.48,-1,36.26,10.67,-1,9.04,45.0,,,211.48,0.17,3.7,,,
03/05/2011 15:00:00,0.3,29.32,,265.0,,33.33,-1,30.50,10.67,-1,9.28,44.83,,,221.38,0.1,2.62,,,
03/05/2011 16:00:00,0.3,48.58,,263.5,,38.3,-1,51.63,11.17,-1,9.73,44.27,,,207.72,0.1,3.57,,,
03/05/2011 17:00:00,0.3,48.38,,239.17,,34.4,-1,51.10,11.83,-1,8.9,43.17,,,182.75,0.2,3.37,,,
03/05/2011 18:00:00,0.3,42.07,,226.17,,29.3,-1,44.78,14.83,-1,8.73,39.73,,,162.78,,3.17,,,
03/05/2011 19:00:00,0.3,32.0,,218.5,,26.92,-1,34.45,17.17,-1,8.0,37.22,,,183.65,,2.68,,,
03/05/2011 20:00:00,0.3,41.77,,226.83,,21.18,-1,43.28,21.67,-1,8.05,34.97,,,159.67,,2.3,,,
03/05/2011 21:00:00,0.3,39.63,,223.17,,21.48,5.33,40.90,22.67,-1,7.92,34.52,,,140.35,,2.1,,,
03/05/2011 22:00:00,0.3,36.07,,225.67,,24.17,5.67,36.50,24.0,-1,7.83,34.43,,,130.33,,2.48,,,
03/05/2011 23:00:00,0.3,27.53,,228.83,,28.8,5.67,27.80,24.17,-1,9.13,34.47,,,133.07,,2.2,,,
04/05/2011 00:00:00,0.3,33.57,,224.0,,40.5,5.17,37.82,26.17,-1,8.68,33.12,,,117.32,,3.93,,,
04/05/2011 01:00:00,0.3,46.37,,221.33,,38.72,-1,49.30,29.67,-1,7.92,31.68,,,108.43,,3.68,,,
04/05/2011 02:00:00,0.3,43.75,,225.83,,37.03,-1,44.90,30.33,-1,7.82,31.6,,,107.43,,2.17,,,
04/05/2011 03:00:00,0.3,35.23,,240.17,,36.27,-1,37.50,30.17,-1,9.53,32.22,,,117.9,,2.77,,,
04/05/2011 04:00:00,0.3,28.78,,245.17,,38.12,-1,31.32,33.33,-1,9.2,31.15,,,104.62,0.1,2.63,,,
04/05/2011 05:00:00,0.3,43.23,,257.33,,31.77,-1,46.63,34.33,-1,10.1,30.85,,,83.43,,3.63,,,
04/05/2011 06:00:00,0.3,63.95,,202.67,,33.08,-1,67.07,37.0,-1,10.43,30.7,,,47.22,,4.13,,,
04/05/2011 07:00:00,0.3,97.68,,156.33,,33.13,5.4,103.92,34.0,-1,9.6,32.63,,,29.0,,7.27,,,
04/05/2011 08:00:00,0.3,67.62,,155.5,,56.65,5.27,73.32,31.67,-1,21.72,33.77,,,54.92,,6.03,,,
04/05/2011 09:00:00,0.3,101.82,,148.17,,57.13,-1,104.70,32.83,-1,26.18,33.33,,,74.43,,5.13,,,
04/05/2011 10:00:00,0.3,155.15,,159.83,,58.7,-1,163.92,30.83,1.12,25.18,34.92,,,89.43,,10.87,,,
04/05/2011 11:00:00,0.3,216.17,,172.83,,53.22,5.92,227.17,32.83,1.35,21.23,35.78,,,99.47,0.1,14.3,,,
04/05/2011 12:00:00,0.3,68.15,,239.33,,47.23,6.02,69.70,23.33,-1,94.15,40.1,,,198.3,0.1,3.18,,,
04/05/2011 13:00:00,0.3,48.25,,234.67,,29.1,6.42,53.83,20.83,-1,12.25,41.98,,,239.82,,5.32,,,
04/05/2011 14:00:00,0.3,38.4,,236.33,,39.98,6.37,43.14,20.0,-1,12.74,42.53,,,296.14,0.1,4.46,,,
04/05/2011 15:00:00,0.3,34.32,,238.83,,38.3,6.4,37.08,19.5,-1,12.1,42.95,,,252.65,0.1,3.13,,,
04/05/2011 16:00:00,0.3,47.0,,183.5,,73.25,5.78,49.93,20.5,-1,14.57,42.82,,,222.55,0.1,3.7,,,
04/05/2011 17:00:00,0.3,89.37,,185.67,,56.27,5.02,90.05,23.83,-1,12.5,41.12,,,197.05,,3.3,,,
04/05/2011 18:00:00,0.3,54.0,,221.33,,46.48,5.08,55.88,24.0,-1,10.57,39.2,,,128.17,,2.93,,,
04/05/2011 19:00:00,0.3,87.12,,221.67,,42.18,-1,88.58,25.33,-1,9.12,36.68,,,76.28,,3.75,,,
04/05/2011 20:00:00,0.3,130.67,,215.83,,31.83,5.4,130.80,28.17,-1,7.68,35.22,,,43.05,,4.12,,,
04/05/2011 21:00:00,0.3,172.3,,200.0,,25.27,6.65,195.33,30.33,-1,7.28,34.57,,,15.23,,21.15,,,
04/05/2011 22:00:00,0.3,231.1,,199.17,,26.8,9.02,356.47,32.0,1.02,10.9,34.05,,,16.0,,92.92,,,
04/05/2011 23:00:00,0.3,231.98,,184.5,,32.72,9.67,370.35,31.83,-1,14.9,34.05,,,31.0,,101.82,,,
05/05/2011 00:00:00,0.3,172.08,,150.0,,66.85,9.42,230.78,35.17,1.1,26.93,34.33,,,31.27,,45.57,,,
05/05/2011 01:00:00,0.3,91.7,,134.5,,65.67,7.47,93.97,47.5,-1,16.88,31.73,,,72.6,0.1,4.45,,,
05/05/2011 02:00:00,0.3,72.18,,157.0,,73.9,5.83,75.37,47.67,-1,15.02,31.82,,,89.27,,4.47,,,
05/05/2011 03:00:00,0.3,49.4,,131.0,,76.95,5.13,53.10,45.0,-1,13.82,31.7,,,108.52,,4.07,,,
05/05/2011 04:00:00,0.3,35.68,,132.33,,55.37,5.08,39.30,45.83,-1,9.1,31.18,,,97.4,,3.88,,,
05/05/2011 05:00:00,0.3,57.83,,131.5,,32.6,5.68,61.88,50.5,-1,7.13,30.32,,,35.02,,4.57,,,
05/05/2011 06:00:00,0.3,64.05,,144.17,,37.48,5.88,66.90,54.67,-1,6.5,29.9,,,18.33,,3.95,,,
05/05/2011 07:00:00,0.3,88.6,,143.83,,38.93,6.13,97.73,54.83,-1,6.22,29.77,,,20.25,,8.98,,,
05/05/2011 08:00:00,0.3,108.2,,147.33,,38.28,5.85,119.05,55.67,1.02,6.52,29.75,,,13.82,,10.78,,,
05/05/2011 09:00:00,0.3,176.12,,157.33,,45.15,5.5,189.93,54.33,-1,6.33,30.33,,,17.27,,14.92,,,
05/05/2011 10:00:00,0.3,171.17,,136.0,,69.92,5.62,183.95,56.33,1.05,6.38,30.83,,,23.02,,14.08,,,
05/05/2011 11:00:00,0.3,112.27,,132.17,,152.07,5.38,123.15,45.0,-1,9.18,34.57,,,53.42,0.1,10.95,,,
05/05/2011 12:00:00,0.3,97.2,,141.17,,173.6,5.35,105.10,40.33,-1,99.75,36.77,,,86.9,,8.43,,,
05/05/2011 13:00:00,0.3,103.3,,130.5,,89.72,-1,106.60,34.83,-1,15.88,39.6,,,111.25,0.1,5.5,,,
05/05/2011 14:00:00,0.3,95.18,,128.33,,167.92,-1,98.74,32.33,-1,23.32,40.1,,,100.05,0.1,5.44,,,
05/05/2011 15:00:00,0.3,93.45,,144.33,,136.83,-1,96.03,30.33,-1,27.57,40.55,,,139.72,,4.65,,,
05/05/2011 16:00:00,0.3,86.97,,166.17,,114.9,-1,90.62,29.5,-1,25.03,40.92,,,159.7,,5.22,,,
05/05/2011 17:00:00,0.3,123.2,,125.0,,91.25,-1,123.98,31.83,-1,18.38,39.45,,,150.6,,4.38,,,
05/05/2011 18:00:00,0.3,171.27,,123.5,,87.68,5.48,172.25,34.83,1.05,15.25,37.33,,,94.72,,6.05,,,
05/05/2011 19:00:00,0.3,201.72,,132.17,,73.72,-1,205.25,36.83,1.57,12.85,36.02,,,48.43,,8.73,,,
05/05/2011 20:00:00,0.3,139.6,,119.17,,59.18,5.35,140.73,39.5,1.22,9.17,35.4,,,56.12,,5.13,,,
05/05/2011 21:00:00,0.3,137.87,,117.83,,32.52,-1,137.92,40.0,1.25,7.82,34.83,,,50.97,,4.37,,,
05/05/2011 22:00:00,0.3,156.45,,131.0,,42.93,-1,156.12,41.5,1.07,7.27,34.18,,,45.12,,4.67,,,
05/05/2011 23:00:00,0.3,93.68,,160.5,,54.5,-1,98.80,48.33,-1,7.03,32.18,,,69.64,,6.77,,,
06/05/2011 00:00:00,0.3,86.48,,176.33,,70.13,-1,87.53,56.67,-1,7.37,30.02,,,41.32,,3.43,,,
06/05/2011 01:00:00,0.3,95.02,,174.0,,61.78,-1,96.08,58.83,-1,9.68,29.87,,,34.85,,3.72,,,
06/05/2011 02:00:00,0.3,84.7,,160.5,,58.9,-1,86.55,59.17,-1,9.52,29.15,,,43.63,,3.85,,,
06/05/2011 03:00:00,0.3,66.75,,162.67,,42.47,-1,66.95,55.83,-1,7.94,29.02,,,60.63,,2.23,,,
06/05/2011 04:00:00,0.3,38.18,,193.83,,120.47,-1,42.48,61.33,-1,9.85,27.47,,,58.4,,4.1,,,
06/05/2011 05:00:00,0.3,43.5,,148.0,,62.57,-1,45.88,62.17,-1,9.32,27.07,,,40.92,,2.98,,,
06/05/2011 06:00:00,0.3,59.65,,154.17,,30.63,-1,64.18,56.5,-1,8.43,28.0,,,42.58,,4.98,,,
06/05/2011 07:00:00,0.3,57.07,,160.0,,31.52,-1,61.73,54.83,-1,7.78,29.85,,,60.27,,5.0,,,
06/05/2011 08:00:00,0.3,95.53,,137.83,,33.67,-1,105.93,47.5,-1,8.08,32.37,,,33.56,,10.07,,,
06/05/2011 09:00:00,0.3,71.58,,130.17,,43.42,-1,79.57,41.5,-1,7.77,34.28,,,58.25,0.1,7.7,,,
06/05/2011 10:00:00,0.3,67.15,,126.5,,51.67,-1,73.55,40.0,-1,7.47,36.13,,,98.98,0.1,6.47,,,
06/05/2011 11:00:00,0.3,54.73,,142.83,,53.13,-1,60.95,36.17,-1,7.74,38.38,,,133.35,0.1,6.47,,,
06/05/2011 12:00:00,0.3,48.03,,147.33,,73.57,-1,51.13,31.17,-1,85.15,40.28,,,115.65,0.1,3.9,,,
06/05/2011 13:00:00,0.3,45.23,,156.67,,41.13,-1,47.28,26.83,-1,8.45,41.75,,,140.98,0.1,3.02,,,
06/05/2011 14:00:00,0.3,78.76,,157.0,,137.64,-1,80.86,25.5,-1,8.54,41.83,,,226.53,0.1,3.9,,,
06/05/2011 15:00:00,0.3,63.48,,149.5,,114.93,-1,66.02,26.33,-1,9.6,41.08,,,133.5,,4.1,,,
06/05/2011 16:00:00,0.3,82.65,,180.83,,185.63,-1,82.82,29.67,-1,24.05,39.23,,,83.48,,2.7,,,
06/05/2011 17:00:00,0.3,58.52,,199.0,,92.8,-1,61.35,53.33,-1,14.87,31.88,,,79.85,,3.73,,,
06/05/2011 18:00:00,0.3,51.63,,130.5,,66.8,-1,54.57,57.33,-1,11.03,28.27,,,97.95,,3.63,,,
06/05/2011 19:00:00,0.3,58.47,,219.17,,56.15,-1,60.32,49.5,-1,10.36,29.1,,,100.32,,3.15,,,
06/05/2011 20:00:00,0.3,49.05,,194.83,,86.28,-1,50.58,56.33,-1,9.23,27.07,,,109.7,,2.73,,,
06/05/2011 21:00:00,0.3,68.22,,165.17,,32.82,-1,68.40,50.83,-1,7.83,28.05,,,74.9,,2.48,,,
06/05/2011 22:00:00,0.3,64.67,,266.5,,25.35,-1,64.77,49.0,-1,7.38,28.4,,,82.43,0.15,2.18,,,
06/05/2011 23:00:00,0.3,30.43,,263.67,,27.05,-1,32.82,57.5,-1,6.98,27.1,,,109.23,0.12,2.93,,,
07/05/2011 00:00:00,0.3,39.97,,247.67,,31.32,-1,42.30,53.33,-1,6.98,26.95,,,81.0,,2.85,,,
07/05/2011 01:00:00,0.3,64.72,,231.83,,99.37,-1,65.67,44.67,-1,7.4,27.85,,,77.15,,2.97,,,
07/05/2011 02:00:00,0.3,39.87,,195.17,,81.07,-1,43.43,43.83,-1,9.18,27.8,,,89.33,,3.68,,,
07/05/2011 03:00:00,0.3,116.55,,159.67,,71.98,-1,119.32,54.33,-1,10.46,27.02,,,35.87,,5.55,,,
07/05/2011 04:00:00,0.3,95.62,,138.67,,94.83,-1,98.13,64.33,-1,9.67,25.53,,,30.32,,4.98,,,
07/05/2011 05:00:00,0.3,126.12,,178.0,,52.28,-1,131.85,65.17,-1,8.67,24.9,,,2.87,,7.92,,,
07/05/2011 06:00:00,0.3,111.63,,200.67,,46.2,-1,133.65,65.67,-1,8.08,25.33,,,15.35,,18.57,,,
07/05/2011 07:00:00,0.3,125.95,,170.5,,32.83,-1,149.93,54.33,-1,7.48,28.48,,,35.65,0.1,20.3,,,
07/05/2011 08:00:00,0.3,84.37,,200.67,,21.93,-1,91.57,41.83,-1,7.07,31.58,,,74.06,0.1,7.55,,,
07/05/2011 09:00:00,0.3,76.6,,248.67,,22.22,-1,79.87,34.17,-1,6.5,33.98,,,143.75,0.1,4.65,,,
07/05/2011 10:00:00,0.3,34.18,,258.0,,24.8,-1,34.40,32.17,-1,6.68,35.18,,,171.8,0.1,1.67,,,
07/05/2011 11:00:00,0.3,30.42,,254.33,,129.07,-1,34.58,29.5,-1,7.92,37.05,,,204.52,0.1,3.78,,,
07/05/2011 12:00:00,0.3,29.48,,241.5,,86.57,-1,32.68,28.33,-1,90.3,37.72,,,209.03,0.2,3.12,,,
07/05/2011 13:00:00,0.3,29.33,,239.0,,49.22,-1,32.20,24.5,-1,13.23,39.37,,,200.85,0.2,2.87,,,
07/05/2011 14:00:00,0.3,25.3,,242.67,,64.04,-1,28.76,24.83,-1,12.8,39.47,,,261.5,0.15,3.16,,,
07/05/2011 15:00:00,0.3,23.38,,238.33,,57.63,-1,25.72,25.17,-1,13.7,39.45,,,273.97,0.15,2.72,,,
07/05/2011 16:00:00,0.3,25.53,,249.67,,86.32,-1,29.37,24.67,-1,17.68,39.22,,,285.45,0.1,3.42,,,
07/05/2011 17:00:00,0.3,32.15,,240.67,,63.27,-1,35.77,27.33,-1,15.47,38.23,,,311.38,0.1,3.45,,,
07/05/2011 18:00:00,0.3,39.58,,235.5,,52.7,-1,40.68,30.33,-1,14.23,36.33,,,299.35,,2.22,,,
07/05/2011 19:00:00,0.3,66.02,,237.83,,48.63,-1,67.83,31.33,-1,15.14,34.87,,,222.3,,3.35,,,
07/05/2011 20:00:00,0.3,107.23,,229.83,,47.67,-1,105.77,32.33,1.22,11.1,34.07,,,131.78,,2.97,,,
07/05/2011 21:00:00,0.3,144.47,,220.5,,36.47,5.87,142.23,34.0,1.43,10.83,33.45,,,59.63,,3.0,,,
08/05/2011 12:00:00,0.3,29.9,,258.0,,44.0,-1,32.60,17.0,-1,167.6,42.4,,,348.2,0.2,2.9,,,
08/05/2011 13:00:00,0.3,26.83,,224.67,,37.23,-1,29.62,15.67,-1,18.85,42.27,,,341.3,0.1,3.05,,,
08/05/2011 14:00:00,0.3,26.14,,266.17,,38.06,-1,26.38,15.0,-1,13.94,42.43,,,313.42,0.15,2.25,,,
08/05/2011 15:00:00,0.3,25.45,,269.0,,37.58,-1,28.07,15.83,-1,14.4,42.0,,,355.75,0.15,3.07,,,
08/05/2011 16:00:00,0.3,35.55,,275.17,,47.03,-1,37.22,17.17,-1,14.6,41.38,,,369.63,0.13,2.27,,,
08/05/2011 17:00:00,0.3,68.47,,254.0,,45.42,-1,68.88,22.0,-1,19.9,39.63,,,330.68,,2.75,,,
08/05/2011 18:00:00,0.3,105.25,,262.0,,48.48,-1,104.88,30.0,1.18,22.15,36.45,,,212.42,,3.48,,,
08/05/2011 19:00:00,0.3,140.45,,297.83,,44.13,5.07,138.18,37.83,1.58,17.58,32.28,,,101.48,,3.6,,,
08/05/2011 20:00:00,0.3,208.88,,258.83,,44.32,7.87,203.55,42.5,2.2,12.33,30.92,,,28.67,,3.23,,,
08/05/2011 21:00:00,0.3,234.02,,210.67,,33.63,8.18,250.33,46.67,2.62,11.38,29.48,,,22.62,,18.47,,,
08/05/2011 22:00:00,0.3,253.2,,228.33,,28.72,9.15,289.88,51.67,2.87,10.38,28.08,,,22.38,,33.02,,,
08/05/2011 23:00:00,0.3,271.92,,206.17,,28.08,9.55,427.15,54.5,3.37,9.82,27.8,,,29.55,,114.62,,,
09/05/2011 00:00:00,0.3,308.67,,219.17,,33.18,10.95,551.80,56.17,3.95,9.67,27.72,,,20.08,,175.88,,,
09/05/2011 01:00:00,0.3,314.7,,221.67,,27.35,10.78,545.25,57.17,3.53,11.03,27.55,,,19.53,,167.45,,,
09/05/2011 02:00:00,0.3,250.23,,209.83,,93.5,9.97,399.15,57.67,2.83,20.13,26.85,,,17.02,,109.62,,,
09/05/2011 03:00:00,0.3,135.22,,207.33,,105.38,8.12,153.25,47.67,1.4,25.42,27.52,,,29.33,,16.55,,,
09/05/2011 04:00:00,0.3,77.68,,238.5,,84.4,-1,79.00,48.67,-1,18.52,26.25,,,61.88,,3.33,,,
09/05/2011 05:00:00,0.3,81.32,,290.17,,55.83,-1,84.62,54.0,-1,13.42,24.9,,,52.03,,4.8,,,
09/05/2011 06:00:00,0.3,68.25,,277.17,,51.45,-1,71.33,54.5,-1,11.55,25.97,,,49.28,,4.27,,,
09/05/2011 07:00:00,0.3,166.07,,144.67,,35.22,-1,192.60,42.67,1.65,9.94,31.02,,,32.2,,23.3,,,
09/05/2011 08:00:00,0.3,110.72,,221.0,,59.6,-1,119.45,25.0,-1,20.7,36.3,,,72.72,,9.45,,,
09/05/2011 09:00:00,0.3,61.08,,239.83,,52.7,-1,63.80,18.83,-1,21.08,39.5,,,175.45,0.1,3.82,,,
09/05/2011 10:00:00,0.3,56.93,,206.83,,43.98,-1,61.58,15.67,-1,19.03,42.03,,,288.0,0.1,4.95,,,
09/05/2011 11:00:00,0.3,58.15,,180.17,,53.17,-1,57.48,14.17,-1,19.76,43.67,,,387.15,,1.62,,,
09/05/2011 12:00:00,0.3,44.85,,219.5,,43.72,-1,47.93,12.83,-1,88.3,44.6,,,422.3,0.1,3.72,,,
09/05/2011 13:00:00,0.3,38.47,,222.33,,34.47,-1,40.82,12.33,-1,14.67,45.05,,,409.95,0.1,2.77,,,
09/05/2011 14:00:00,0.3,37.94,,244.5,,39.76,-1,39.54,11.83,-1,12.66,44.85,,,373.4,0.1,2.84,,,
09/05/2011 15:00:00,0.3,30.68,,240.33,,37.23,-1,34.13,11.33,-1,14.12,45.13,,,390.05,0.1,3.33,,,
09/05/2011 16:00:00,0.3,40.67,,245.83,,44.95,-1,42.50,10.83,-1,13.95,44.37,,,362.03,0.13,2.57,,,
09/05/2011 17:00:00,0.3,54.47,,247.33,,37.62,-1,56.28,11.0,-1,12.9,43.42,,,323.55,0.1,2.93,,,
09/05/2011 18:00:00,0.3,78.68,,255.0,,32.4,-1,79.52,13.83,-1,12.62,40.97,,,256.77,0.1,3.03,,,
09/05/2011 19:00:00,0.3,133.7,,253.0,,34.22,-1,132.20,19.83,1.18,14.48,36.97,,,126.83,,3.17,,,
09/05/2011 20:00:00,0.3,167.6,,264.33,,36.22,6.83,163.93,25.17,1.68,12.95,34.05,,,63.23,,3.08,,,
09/05/2011 21:00:00,0.3,199.38,,259.0,,33.4,7.57,194.83,31.0,2.15,13.3,30.88,,,33.57,,3.32,,,
09/05/2011 22:00:00,0.3,247.72,,234.67,,39.13,8.78,266.45,32.83,2.53,14.65,29.88,,,19.27,,20.52,,,
09/05/2011 23:00:00,0.3,237.48,,287.67,,45.3,8.95,301.88,34.83,2.57,14.52,29.18,,,21.1,,51.43,,,
10/05/2011 00:00:00,0.3,248.8,,294.5,,58.22,7.63,335.22,36.83,2.25,21.6,28.48,,,10.65,,66.85,,,
10/05/2011 01:00:00,0.3,270.75,,188.17,,63.23,6.92,405.85,37.0,2.63,20.37,29.07,,,21.43,,100.87,,,
10/05/2011 02:00:00,0.3,211.72,,196.17,,72.9,7.5,272.53,34.83,2.2,27.52,29.33,,,16.38,,48.18,,,
10/05/2011 03:00:00,0.3,199.58,,227.17,,49.62,8.52,236.92,29.33,1.37,29.32,30.12,,,12.57,,31.77,,,
10/05/2011 04:00:00,0.3,150.25,,216.17,,41.93,10.77,180.13,26.67,-1,21.0,30.13,,,18.1,,25.15,,,
10/05/2011 05:00:00,0.3,66.2,,221.67,,26.2,5.62,70.65,26.17,-1,15.67,30.1,,,37.92,,5.12,,,
10/05/2011 06:00:00,0.3,51.15,,225.5,,20.52,-1,54.62,25.17,-1,14.15,31.03,,,47.17,,3.97,,,
10/05/2011 07:00:00,0.3,44.1,,228.67,,20.15,-1,51.77,22.33,-1,13.64,34.12,,,62.73,,6.6,,,
10/05/2011 08:00:00,0.3,44.45,,233.67,,28.35,-1,49.60,22.0,-1,15.77,36.15,,,92.72,0.1,5.17,,,
10/05/2011 09:00:00,0.3,40.7,,239.33,,34.1,-1,43.87,20.5,-1,13.95,38.45,,,126.7,0.17,3.42,,,
10/05/2011 10:00:00,0.3,43.52,,231.5,,33.65,-1,48.60,16.33,-1,13.65,41.25,,,197.13,0.1,4.85,,,
10/05/2011 11:00:00,0.3,57.75,,243.5,,35.45,-1,56.90,14.0,-1,15.76,43.13,,,327.85,0.15,1.32,,,
10/05/2011 12:00:00,0.3,38.72,,245.0,,38.27,-1,40.07,10.67,-1,96.45,45.35,,,331.8,0.2,2.4,,,
10/05/2011 13:00:00,0.3,32.13,,253.0,,26.62,-1,33.70,8.5,-1,12.0,46.15,,,271.43,0.1,2.13,,,
10/05/2011 14:00:00,0.3,30.3,,261.33,,24.9,-1,31.68,8.33,-1,9.82,46.2,,,227.16,0.12,2.14,,,
10/05/2011 15:00:00,0.3,30.93,,265.67,,23.35,-1,31.93,8.33,-1,10.58,46.12,,,231.67,0.13,2.53,,,
10/05/2011 16:00:00,0.3,45.1,,262.5,,29.17,-1,48.15,8.5,-1,10.75,45.57,,,229.32,0.13,3.8,,,
10/05/2011 17:00:00,0.3,67.33,,221.83,,44.55,-1,68.67,19.0,-1,22.97,42.25,,,322.4,,3.05,,,
10/05/2011 18:00:00,0.3,132.73,,145.5,,39.3,-1,131.15,20.5,1.15,19.73,39.97,,,174.62,,3.08,,,
10/05/2011 19:00:00,0.3,228.8,,188.33,,42.63,7.58,228.20,28.67,2.05,19.1,36.6,,,57.98,,6.77,,,
10/05/2011 20:00:00,0.3,260.52,,251.33,,39.68,10.35,295.67,32.83,2.67,11.9,34.27,,,24.8,,32.18,,,
10/05/2011 21:00:00,0.3,287.77,,238.5,,37.1,14.12,394.40,35.67,3.42,16.27,32.9,,,23.62,,81.9,,,
10/05/2011 22:00:00,0.3,299.78,,269.17,,40.87,15.88,448.57,40.67,3.55,17.38,31.23,,,15.82,,111.1,,,
