Time,Anand Vihar/Nitrogen Dioxide(NO2),Anand Vihar/Ambient Temperature(AT),Anand Vihar/Wind Direction(WD),Anand Vihar/Solar Radiation(SR),Anand Vihar/Ammonia(NH3),Anand Vihar/Oxides of Nitrogen(NOx),Anand Vihar/Relative Humidity(RH),Anand Vihar/P Xylene(PXY),Anand Vihar/Sulfur Dioxide(SO2),Anand Vihar/PM2.5(PM2.5),Anand Vihar/Toluene(TOL),Anand Vihar/Temperature(temp),Anand Vihar/Nitric Oxide(NO),Anand Vihar/Benzene(BEN),Anand Vihar/Ozone(O3),Anand Vihar/PM10(PM10),Anand Vihar/Bar Pressure(BP),Anand Vihar/Wind Speed(WS)
04/08/2012 23:00:00,57.57,,,,40.1,102.03,,0.27,5.46,,44.6,25.96,34.77,1.99,,,,
05/08/2012 00:00:00,50.19,,,,55.03,71.87,,0.23,3.35,,37.29,25.67,18.21,1.88,,,,
05/08/2012 01:00:00,47.95,,,,56.62,70.57,,0.15,,,11.64,25.21,18.77,1.58,,,,
05/08/2012 02:00:00,39.7,,,,55.7,54.06,,0.17,15.14,,10.42,25.03,12.41,1.44,,,,
05/08/2012 03:00:00,39.6,,,,52.54,57.93,,0.14,11.47,,13.24,24.97,15.26,1.51,,,,
05/08/2012 04:00:00,40.72,,,,43.28,67.69,,0.17,2.67,,12.4,24.88,21.43,1.33,,,,
05/08/2012 05:00:00,33.18,,,,43.18,69.64,,0.11,1.83,,12.14,24.76,27.73,1.3,,,,
05/08/2012 06:00:00,33.21,,,,48.67,77.78,,0.19,1.47,,10.96,25.11,33.49,1.47,119.40,,,
05/08/2012 07:00:00,34.88,,,,52.43,73.24,,0.18,1.7,,10.85,25.6,29.17,1.8,,,,
05/08/2012 08:00:00,42.2,,,,67.27,79.07,,0.2,2.0,,16.1,26.07,28.53,2.0,,,,
06/08/2012 14:00:00,90.42,,,,53.97,160.32,,0.33,16.71,,20.01,32.33,54.72,2.75,,,,
06/08/2012 15:00:00,104.48,,,,60.4,206.27,,0.38,13.61,,19.57,31.73,78.42,2.37,,,,
06/08/2012 16:00:00,87.94,,,,66.75,134.15,,0.73,15.99,,19.29,31.8,37.71,2.29,,,,
06/08/2012 17:00:00,72.08,,,,64.67,82.66,,0.68,17.17,,16.34,30.93,11.57,2.59,,,,
06/08/2012 18:00:00,103.02,,,,59.37,138.87,,1.22,19.11,,18.88,30.55,31.43,2.81,,,,
06/08/2012 19:00:00,82.64,,,,52.97,86.26,,0.87,22.26,,30.93,30.33,7.26,2.66,,,,
06/08/2012 20:00:00,97.73,,,,41.17,161.34,,0.98,,,29.78,29.56,50.63,3.66,,,,
06/08/2012 21:00:00,74.41,,,,48.92,86.44,,1.24,,,39.46,29.24,12.77,3.78,,,,
06/08/2012 22:00:00,49.98,,,,59.31,89.47,,0.67,,,18.46,28.15,30.81,2.98,,,,
06/08/2012 23:00:00,68.29,,,,72.27,170.96,,0.57,,,15.48,27.4,76.69,2.77,,,,
07/08/2012 00:00:00,57.75,,,,87.38,91.85,,0.41,14.85,,14.67,26.88,27.55,2.65,,,,
07/08/2012 01:00:00,58.47,,,,81.12,91.12,,0.2,17.38,,12.28,26.48,26.47,2.97,,,,
07/08/2012 02:00:00,57.31,,,,77.12,120.82,,0.28,14.49,,13.46,26.58,48.27,3.77,,,,
07/08/2012 03:00:00,59.53,,,,72.88,168.12,,0.27,12.51,,15.71,26.62,80.39,2.91,,,,
07/08/2012 04:00:00,58.3,,,,59.53,187.82,,0.37,10.56,,19.02,26.84,95.10,2.93,,,,
07/08/2012 05:00:00,61.47,,,,74.77,227.08,,0.62,10.14,,18.94,26.85,120.84,3.28,,,,
07/08/2012 06:00:00,58.28,,,,84.13,210.88,,0.88,10.16,,44.65,26.75,111.47,3.56,,,,
07/08/2012 07:00:00,60.11,,,,96.19,247.57,,1.52,10.18,,26.42,27.55,136.16,2.61,,,,
07/08/2012 08:00:00,86.32,,,,124.25,322.96,,0.69,10.46,,12.85,28.15,173.07,1.93,,,,
07/08/2012 09:00:00,54.98,,,,100.47,133.80,,0.48,13.03,,12.49,23.02,59.00,1.93,,,,
07/08/2012 10:00:00,57.62,,,,77.87,138.44,,0.24,10.96,,12.47,23.67,60.55,1.63,,,,
07/08/2012 11:00:00,76.81,,,,68.51,163.96,,0.73,8.53,,15.44,25.79,66.12,3.04,,,,
07/08/2012 12:00:00,99.78,,,,50.93,205.88,,1.52,24.7,,24.55,27.97,80.84,4.14,,,,
07/08/2012 13:00:00,68.22,,,,54.52,130.37,,1.17,188.62,,18.78,29.22,47.98,3.24,,,,
07/08/2012 14:00:00,60.33,,,,55.91,84.73,,1.08,121.87,,32.44,30.05,20.72,2.56,,,,
07/08/2012 15:00:00,56.75,,,,49.67,80.70,,1.15,18.82,,48.45,29.78,20.19,3.35,,,,
07/08/2012 16:00:00,88.09,,,,84.97,108.31,,0.89,36.63,,30.35,29.08,19.33,2.57,,,,
07/08/2012 17:00:00,77.42,,,,66.52,136.86,,1.29,273.57,,26.27,29.19,46.54,2.74,,,,
07/08/2012 18:00:00,66.71,,,,57.66,138.88,,0.73,212.44,,15.17,28.63,54.91,2.44,,,,
07/08/2012 19:00:00,75.45,,,,53.19,166.05,,0.37,19.62,,13.19,27.8,68.52,2.72,,,,
07/08/2012 20:00:00,69.74,,,,42.58,134.78,,0.41,22.43,,13.6,27.38,50.05,3.0,,,,
07/08/2012 21:00:00,69.51,,,,47.3,161.91,,0.48,19.57,,16.71,27.1,69.44,3.4,,,,
07/08/2012 22:00:00,74.36,,,,53.94,146.25,,0.7,17.59,,35.04,27.09,55.19,3.51,,,,
07/08/2012 23:00:00,72.98,,,,56.12,158.54,,0.38,17.58,,22.31,26.97,64.74,3.09,,,,
08/08/2012 00:00:00,74.87,,,,74.52,149.77,,0.43,12.82,,33.14,26.68,57.35,3.07,,,,
08/08/2012 01:00:00,73.45,,,,70.62,147.48,,0.29,11.85,,33.42,26.17,56.65,2.68,,,,
08/08/2012 02:00:00,51.46,,,,68.87,183.40,,0.26,135.73,,14.96,25.92,96.43,2.62,,,,
08/08/2012 03:00:00,67.78,,,,62.02,182.60,,1.87,,,31.32,26.3,85.24,3.03,,,,
08/08/2012 04:00:00,57.63,,,,51.7,111.32,,0.21,8.57,,28.97,26.41,41.36,2.73,,,,
08/08/2012 05:00:00,51.12,,,,55.87,127.75,,0.21,7.57,,87.42,26.18,57.23,2.68,,,,
08/08/2012 06:00:00,51.31,,,,60.32,121.92,,0.23,116.93,,72.81,26.18,52.98,2.66,,,,
08/08/2012 07:00:00,48.33,,,,61.03,82.71,,0.16,254.98,,22.57,26.89,27.11,1.97,,,,
08/08/2012 08:00:00,47.2,,,,91.85,66.25,,0.18,213.17,,18.57,29.11,16.17,2.0,,,,
08/08/2012 09:00:00,39.73,,,,83.72,48.50,,0.5,7.42,,19.97,30.38,8.47,1.95,,,,
08/08/2012 10:00:00,64.53,,,,66.21,92.44,,0.24,8.88,,17.15,32.12,23.43,1.75,137.88,,,
08/08/2012 11:00:00,92.31,,,,57.74,222.07,,0.22,10.52,,14.56,32.51,97.16,1.75,62.68,,,
08/08/2012 12:00:00,57.28,,,,49.09,78.31,,0.18,12.21,,10.73,32.2,18.16,1.52,118.42,,,
08/08/2012 13:00:00,59.36,,,,52.75,81.67,,0.24,8.7,,35.27,29.99,19.19,2.08,29.63,,,
08/08/2012 14:00:00,101.85,,,,36.54,176.82,,0.79,40.24,,78.3,28.17,58.92,3.39,152.94,,,
08/08/2012 15:00:00,111.97,,,,37.35,352.50,,0.86,184.03,,149.74,27.53,176.88,3.94,354.52,,,
08/08/2012 16:00:00,106.8,,,,67.8,314.15,,1.09,9.35,,30.07,25.88,153.10,3.16,169.30,,,
08/08/2012 17:00:00,79.12,,,,62.82,170.54,,2.98,10.4,,34.07,25.27,69.28,6.4,,,,
08/08/2012 18:00:00,82.77,,,,61.95,180.18,,1.45,9.74,,22.41,24.96,73.96,3.96,,,,
08/08/2012 19:00:00,79.7,,,,52.55,172.25,,1.48,10.33,,25.07,24.57,70.21,3.63,,,,
08/08/2012 20:00:00,85.83,,,,44.62,191.67,,2.21,108.95,,23.22,24.39,79.90,3.15,,,,
08/08/2012 21:00:00,88.36,,,,38.02,225.74,,0.9,,,18.56,24.38,102.47,3.85,,,,
08/08/2012 22:00:00,66.44,,,,45.29,144.18,,0.42,,,13.06,24.23,58.89,2.57,,,,
08/08/2012 23:00:00,66.0,,,,49.1,133.86,,0.2,,,10.67,24.28,51.90,2.1,,,,
09/08/2012 00:00:00,78.43,,,,61.13,186.32,,0.38,10.35,,24.38,24.27,80.93,2.38,,,,
09/08/2012 01:00:00,80.53,,,,54.85,258.58,,1.87,11.87,,63.32,24.48,130.80,2.72,,,,
09/08/2012 02:00:00,75.65,,,,49.21,153.44,,0.45,6.89,,31.35,24.78,59.42,2.44,,,,
09/08/2012 03:00:00,71.22,,,,47.89,159.90,,0.43,5.02,,27.12,24.6,66.88,2.41,,,,
09/08/2012 04:00:00,48.98,,,,40.85,97.93,,0.35,3.64,,20.0,24.08,37.50,2.53,,,,
09/08/2012 05:00:00,51.26,,,,43.13,151.00,,0.12,1.64,,11.09,24.12,73.61,2.18,,,,
09/08/2012 06:00:00,64.39,,,,54.22,166.63,,0.18,1.33,,10.41,25.32,75.57,2.86,,,,
09/08/2012 07:00:00,100.76,,,,53.38,293.40,,0.27,0.82,,11.87,27.27,142.32,3.97,,,,
09/08/2012 08:00:00,105.49,,,,79.21,388.03,,0.47,0.7,,12.78,28.06,205.78,3.59,,,,
09/08/2012 09:00:00,68.28,,,,84.25,177.66,,0.22,0.7,,10.12,27.36,81.46,2.59,,,,
09/08/2012 10:00:00,70.0,,,,82.63,146.47,,0.23,0.7,,10.54,28.38,58.22,2.51,,,,
09/08/2012 11:00:00,79.37,,,,76.01,136.53,,0.42,0.7,,13.33,28.58,45.02,3.08,,,,
09/08/2012 12:00:00,71.33,,,,49.84,101.05,,0.74,0.7,,22.86,27.94,25.09,2.84,,,,
09/08/2012 13:00:00,76.63,,,,52.49,136.58,,0.41,14.78,,25.43,27.47,46.85,1.81,,,,
09/08/2012 14:00:00,92.93,,,,47.1,168.61,,0.73,11.99,,28.61,28.17,58.92,2.52,,,,
09/08/2012 15:00:00,88.25,,,,47.15,138.84,,1.48,8.6,,33.92,28.91,40.85,2.65,,,,
09/08/2012 16:00:00,90.2,,,,60.62,114.26,,1.54,12.58,,27.57,28.33,22.16,2.71,,,,
09/08/2012 17:00:00,77.57,,,,58.75,91.99,,0.58,15.85,,37.32,27.91,14.63,2.61,,,,
09/08/2012 18:00:00,96.33,,,,45.38,151.01,,0.68,25.4,,33.92,27.42,44.22,2.74,,,,
09/08/2012 19:00:00,85.62,,,,37.29,124.98,,1.32,4.7,,78.97,26.95,32.77,3.58,176.73,,,
09/08/2012 20:00:00,73.1,,,,46.57,103.05,,0.97,,,40.21,26.17,25.38,3.45,86.07,,,
09/08/2012 21:00:00,82.83,,,,48.56,135.48,,0.59,,,41.11,25.61,42.02,3.06,63.05,,,
09/08/2012 22:00:00,84.12,,,,47.48,135.22,,0.23,,,15.97,25.07,41.00,2.1,63.07,,,
09/08/2012 23:00:00,70.35,,,,43.7,112.03,,0.27,,,27.9,24.86,33.54,1.97,137.71,,,
10/08/2012 00:00:00,69.67,,,,54.06,106.00,,0.15,100.47,,27.14,24.65,29.70,1.78,148.68,,,
10/08/2012 01:00:00,79.57,,,,53.88,135.20,,0.29,81.45,,25.36,24.61,43.95,1.86,182.93,,,
10/08/2012 02:00:00,60.78,,,,51.16,73.28,,0.27,96.1,,28.89,24.56,12.30,1.79,136.00,,,
10/08/2012 03:00:00,65.87,,,,43.65,87.59,,0.2,61.57,,11.77,24.59,19.15,1.57,136.82,,,
10/08/2012 04:00:00,67.7,,,,32.33,187.16,,0.13,50.41,,11.06,24.64,88.70,1.48,226.38,,,
10/08/2012 05:00:00,59.29,,,,28.54,207.80,,0.63,35.97,,18.7,24.66,108.64,2.18,239.78,,,
10/08/2012 06:00:00,58.22,,,,35.68,221.22,,0.43,,,15.18,24.62,118.85,2.45,284.08,,,
10/08/2012 07:00:00,61.46,,,,43.71,261.08,,0.4,,,18.43,24.94,144.93,2.65,244.07,,,
10/08/2012 08:00:00,72.83,,,,64.37,306.57,,0.25,,,12.07,25.67,169.86,2.48,167.90,,,
10/08/2012 09:00:00,64.57,,,,78.08,150.42,,0.17,,,10.72,28.52,64.42,2.63,591.15,,,
10/08/2012 10:00:00,70.73,,,,64.15,167.82,,0.18,,,10.48,31.24,72.87,2.7,248.90,,,
10/08/2012 11:00:00,58.03,,,,62.81,107.23,,0.17,,,8.97,31.26,38.18,2.05,271.80,,,
10/08/2012 12:00:00,49.11,,,,40.77,100.06,,0.1,31.24,,8.14,31.55,38.90,1.37,447.67,,,
10/08/2012 13:00:00,44.33,,,,36.98,82.88,,,,,7.8,33.23,29.77,1.13,429.00,,,
10/08/2012 14:00:00,54.83,,,,45.73,95.81,,,,,7.34,34.16,32.19,0.94,394.93,,,
10/08/2012 15:00:00,59.06,,,,49.31,142.75,,,33.6,,7.51,33.56,62.74,0.94,370.13,,,
10/08/2012 16:00:00,63.39,,,,60.14,139.87,,0.13,,,8.38,33.45,57.86,0.96,425.80,,,
10/08/2012 17:00:00,82.83,,,,50.84,153.38,,0.19,,,7.37,31.89,54.71,0.98,336.37,,,
10/08/2012 18:00:00,95.29,,,,46.81,169.79,,0.18,,,10.38,30.87,58.22,1.57,,,,
10/08/2012 19:00:00,99.82,,,,44.97,126.01,,0.23,,,11.12,30.2,24.23,1.6,4.70,,,
10/08/2012 20:00:00,116.66,,,,36.48,141.52,,0.63,27.04,,25.12,29.57,24.23,2.91,253.72,,,
10/08/2012 21:00:00,88.62,,,,34.02,112.92,,0.4,18.72,,13.48,29.14,22.24,2.48,495.70,,,
11/08/2012 13:00:00,88.0,,,,38.63,271.63,,0.2,,,14.3,24.83,134.93,1.2,52.10,,,
11/08/2012 14:00:00,88.7,,,,43.04,171.43,,0.46,,,45.18,26.1,63.66,2.67,88.65,,,
11/08/2012 15:00:00,113.08,,,,44.05,217.96,,1.63,18.1,,28.62,27.15,80.77,3.35,14.34,,,
11/08/2012 16:00:00,121.84,,,,65.68,386.02,,4.54,57.68,,38.98,27.07,194.22,3.54,65.61,,,
11/08/2012 17:00:00,125.88,,,,69.73,371.77,,2.73,51.09,,27.01,25.77,181.61,4.05,190.49,,,
11/08/2012 18:00:00,140.74,,,,68.22,338.38,,2.11,36.25,,26.87,25.96,148.03,5.17,226.25,,,
11/08/2012 19:00:00,125.1,,,,71.93,273.91,,5.23,,,52.5,26.12,112.56,8.82,307.48,,,
11/08/2012 20:00:00,77.21,,,,48.94,131.03,,2.3,87.04,,30.91,25.45,42.53,4.35,246.15,,,
11/08/2012 21:00:00,92.11,,,,44.25,139.12,,1.08,83.5,,33.71,24.5,38.54,2.57,197.57,,,
11/08/2012 22:00:00,103.16,,,,44.21,179.53,,1.26,82.22,,31.26,23.98,60.00,2.6,318.78,,,
11/08/2012 23:00:00,92.63,,,,39.62,203.13,,0.93,84.19,,16.46,23.8,83.58,3.03,438.28,,,
12/08/2012 00:00:00,88.83,,,,55.71,143.34,,1.44,95.47,,12.38,23.66,43.67,1.77,73.95,,,
12/08/2012 01:00:00,92.62,,,,55.45,161.17,,4.98,,,11.66,23.68,53.85,1.61,209.52,,,
12/08/2012 02:00:00,80.87,,,,50.42,155.87,,0.74,71.22,,10.69,23.42,57.75,1.47,70.90,,,
12/08/2012 03:00:00,78.09,,,,44.73,180.99,,0.94,57.33,,10.91,23.34,77.39,1.44,181.70,,,
12/08/2012 04:00:00,78.2,,,,32.13,163.38,,3.2,21.3,,25.58,23.92,64.82,1.5,238.03,,,
12/08/2012 05:00:00,66.18,,,,30.58,94.17,,0.82,,,69.01,24.21,23.59,1.59,448.28,,,
12/08/2012 06:00:00,70.65,,,,31.27,114.80,,0.27,13.34,,35.86,25.59,35.31,1.83,292.88,,,
12/08/2012 07:00:00,65.92,,,,32.2,99.11,,0.39,13.43,,58.94,27.98,27.29,2.22,286.57,,,
12/08/2012 08:00:00,53.79,,,,53.77,69.42,,0.17,60.88,,18.87,29.32,14.11,1.86,152.97,,,
12/08/2012 09:00:00,52.67,,,,56.12,70.23,,0.18,78.65,,14.39,30.53,15.46,1.38,403.66,,,
12/08/2012 10:00:00,53.5,,,,47.11,73.27,,0.1,,,11.17,31.02,17.02,1.2,548.77,,,
12/08/2012 11:00:00,62.52,,,,40.69,89.91,,0.14,,,10.35,31.75,22.96,1.18,248.80,,,
12/08/2012 12:00:00,54.32,,,,23.75,78.12,,0.14,90.19,,17.5,31.75,19.96,1.26,306.06,,,
12/08/2012 13:00:00,58.87,,,,23.31,85.42,,0.12,97.2,,21.43,32.49,22.15,1.12,530.23,,,
12/08/2012 14:00:00,59.61,,,,22.76,83.82,,0.15,94.56,,21.47,32.39,20.54,1.27,179.60,,,
12/08/2012 15:00:00,62.32,,,,24.55,90.03,,0.1,91.02,,15.56,32.52,23.18,1.03,945.73,,,
12/08/2012 16:00:00,70.75,,,,40.05,100.94,,0.16,112.22,,13.2,32.33,25.40,1.23,320.93,,,
12/08/2012 17:00:00,67.63,,,,38.91,91.95,,0.1,143.29,,18.48,32.01,21.07,1.32,526.40,,,
12/08/2012 18:00:00,78.12,,,,36.74,99.79,,0.12,29.19,,19.7,31.0,19.79,1.63,469.70,,,
12/08/2012 19:00:00,77.79,,,,34.87,94.43,,0.16,1.6,,31.17,29.98,16.22,2.12,576.95,,,
12/08/2012 20:00:00,78.73,,,,22.65,95.25,,0.17,,,44.09,29.52,16.17,2.55,460.20,,,
12/08/2012 21:00:00,90.34,,,,23.58,124.69,,0.34,,,60.84,29.2,29.50,2.5,,,,
12/08/2012 22:00:00,80.37,,,,24.15,112.28,,0.31,,,43.22,28.85,27.19,2.73,801.75,,,
12/08/2012 23:00:00,84.32,,,,29.45,109.99,,0.16,,,43.91,28.5,22.97,2.25,497.10,,,
13/08/2012 10:00:00,75.17,,,,48.7,115.10,,0.31,6.38,,21.46,28.1,37.40,1.22,,,,
13/08/2012 11:00:00,59.8,,,,41.9,87.79,,0.17,,,38.19,28.74,23.23,1.57,62.13,,,
13/08/2012 12:00:00,61.85,,,,39.63,92.64,,0.15,4.5,,30.02,29.87,25.35,1.31,131.00,,,
13/08/2012 13:00:00,58.25,,,,33.75,84.67,,0.13,13.8,,20.51,31.04,22.04,1.41,69.80,,,
13/08/2012 14:00:00,55.55,,,,36.91,78.92,,0.19,10.55,,45.44,27.6,19.71,1.87,155.67,,,
13/08/2012 15:00:00,75.44,,,,34.48,109.08,,0.23,12.35,,14.31,28.85,28.11,1.67,218.97,,,
13/08/2012 16:00:00,75.16,,,,41.6,99.72,,0.42,9.85,,35.71,27.68,21.67,2.31,120.82,,,
13/08/2012 17:00:00,92.62,,,,52.37,149.41,,0.39,48.2,,42.14,25.84,45.50,1.76,246.08,,,
13/08/2012 18:00:00,85.33,,,,47.28,137.92,,0.71,55.87,,21.74,25.09,42.15,2.52,168.41,,,
13/08/2012 19:00:00,86.73,,,,42.23,149.96,,0.85,,,35.75,25.08,49.75,2.82,209.92,,,
13/08/2012 20:00:00,77.65,,,,25.22,122.27,,0.71,,,183.17,25.15,36.04,4.1,211.94,,,
13/08/2012 21:00:00,74.75,,,,24.03,117.27,,0.43,,,87.05,25.03,34.38,3.09,128.72,,,
13/08/2012 22:00:00,66.78,,,,24.92,102.56,,0.33,,,106.55,25.02,29.13,2.77,382.42,,,
13/08/2012 23:00:00,62.87,,,,26.88,91.05,,0.19,,,34.07,24.79,23.50,1.78,313.84,,,
14/08/2012 00:00:00,66.38,,,,48.25,89.48,,0.17,9.54,,23.49,24.7,20.13,1.48,388.70,,,
14/08/2012 01:00:00,68.3,,,,51.7,102.70,,,12.0,,16.6,,28.30,1.3,37.20,,,
14/08/2012 09:00:00,69.1,,,,42.2,135.85,,0.15,297.65,,22.8,27.13,51.25,2.0,138.40,,,
14/08/2012 10:00:00,76.14,,,,37.45,152.93,,0.22,303.13,,14.38,28.24,58.75,1.72,43.00,,,
14/08/2012 11:00:00,80.78,,,,33.72,151.11,,0.14,315.83,,24.78,28.28,54.44,1.67,300.33,,,
14/08/2012 12:00:00,69.35,,,,17.39,114.50,,0.22,112.8,,37.58,29.0,35.94,1.83,184.60,,,
14/08/2012 13:00:00,61.43,,,,16.91,104.60,,0.16,0.67,,21.23,29.36,34.11,1.33,329.50,,,
14/08/2012 14:00:00,54.28,,,,16.94,83.63,,0.1,,,13.52,30.5,23.88,1.13,369.82,,,
14/08/2012 15:00:00,45.15,,,,17.77,63.98,,0.18,,,16.06,29.74,15.90,1.18,276.52,,,
14/08/2012 16:00:00,67.27,,,,38.9,84.38,,0.17,7.68,,11.98,29.5,15.95,1.17,660.36,,,
14/08/2012 17:00:00,66.56,,,,46.1,87.73,,0.13,22.71,,11.09,29.26,18.77,1.04,647.70,,,
14/08/2012 18:00:00,80.26,,,,39.15,106.92,,0.17,24.54,,11.1,28.43,23.42,1.32,,,,
14/08/2012 19:00:00,75.92,,,,35.37,99.65,,0.28,20.22,,13.55,27.75,21.10,1.85,,,,
14/08/2012 20:00:00,75.95,,,,21.52,108.86,,0.24,7.82,,11.86,27.25,27.64,1.77,,,,
14/08/2012 21:00:00,72.13,,,,21.07,95.36,,0.25,6.31,,11.93,26.86,20.54,1.75,,,,
15/08/2012 07:00:00,36.5,,,,39.47,53.20,,,21.8,,8.5,26.4,13.90,1.0,,,,
15/08/2012 08:00:00,32.67,,,,53.77,44.14,,,20.5,,8.49,27.34,9.97,1.0,,,,
15/08/2012 09:00:00,39.15,,,,48.52,54.66,,,,,7.9,28.33,13.21,1.05,,,,
15/08/2012 10:00:00,36.68,,,,39.2,53.28,,,20.4,,7.8,29.36,13.85,0.95,,,,
15/08/2012 11:00:00,38.42,,,,33.55,52.82,,,,,7.9,30.57,12.39,0.93,212.70,,,
15/08/2012 12:00:00,36.69,,,,20.05,49.20,,,207.13,,7.9,31.07,10.93,0.78,,,,
15/08/2012 13:00:00,44.07,,,,18.82,62.43,,,72.16,,7.98,31.42,15.51,0.68,,,,
15/08/2012 14:00:00,41.09,,,,17.68,57.07,,,52.14,,8.12,31.76,13.65,0.65,,,,
15/08/2012 15:00:00,38.93,,,,22.26,48.95,,0.1,215.66,,8.4,31.04,9.32,0.72,171.10,,,
15/08/2012 16:00:00,47.3,,,,37.85,63.87,,0.1,99.98,,8.26,30.9,14.42,0.77,716.50,,,
15/08/2012 17:00:00,45.72,,,,37.1,55.23,,0.1,8.5,,8.76,30.39,9.33,1.07,,,,
15/08/2012 18:00:00,63.36,,,,31.13,79.09,,0.14,9.68,,9.17,29.24,14.77,1.17,,,,
15/08/2012 19:00:00,71.52,,,,30.83,93.43,,0.15,12.13,,10.32,28.23,19.60,1.62,,,,
15/08/2012 20:00:00,55.11,,,,19.34,65.23,,0.14,158.22,,10.38,27.68,10.30,1.58,,,,
15/08/2012 21:00:00,62.43,,,,21.88,81.48,,0.2,68.97,,10.87,27.28,17.01,1.76,,,,
15/08/2012 22:00:00,51.67,,,,26.95,64.39,,0.22,183.03,,10.71,26.88,11.93,1.78,,,,
15/08/2012 23:00:00,44.81,,,,33.53,53.69,,0.15,187.93,,9.52,26.4,8.86,1.28,,,,
16/08/2012 00:00:00,36.58,,,,61.67,41.29,,0.1,48.7,,8.24,25.62,5.42,0.92,,,,
16/08/2012 01:00:00,35.88,,,,60.07,45.12,,,13.7,,7.83,24.7,8.57,0.82,,,,
16/08/2012 02:00:00,35.07,,,,50.32,40.96,,,4.47,,7.92,24.22,6.13,0.7,,,,
16/08/2012 03:00:00,42.86,,,,42.77,54.37,,,2.2,,8.06,24.1,10.56,0.62,334.20,,,
16/08/2012 04:00:00,52.27,,,,28.81,114.78,,,10.64,,8.5,24.13,47.32,0.71,,,,
16/08/2012 05:00:00,46.07,,,,28.6,78.49,,0.15,10.82,,8.56,23.88,25.62,0.68,467.80,,,
16/08/2012 06:00:00,41.72,,,,32.73,74.59,,0.1,9.82,,8.52,24.19,25.66,0.79,,,,
16/08/2012 07:00:00,42.37,,,,37.59,77.89,,0.1,,,8.37,25.52,27.59,0.88,,,,
16/08/2012 08:00:00,41.09,,,,52.44,64.95,,0.1,17.46,,9.25,27.41,19.26,1.22,,,,
16/08/2012 09:00:00,38.38,,,,47.19,56.01,,0.21,17.92,,9.55,28.22,14.67,1.32,,,,
16/08/2012 10:00:00,45.55,,,,41.43,63.77,,0.27,12.66,,12.42,28.56,15.51,1.31,,,,
16/08/2012 11:00:00,46.91,,,,37.77,60.07,,0.2,,,12.72,29.32,11.98,1.28,,,,
16/08/2012 12:00:00,45.0,,,,22.78,56.36,,0.26,15.05,,13.37,29.22,10.61,1.38,,,,
16/08/2012 13:00:00,47.58,,,,20.75,62.63,,0.25,16.32,,12.18,29.63,13.35,1.27,482.80,,,
16/08/2012 14:00:00,51.93,,,,22.13,67.13,,0.22,15.73,,11.42,30.03,13.72,1.11,,,,
16/08/2012 15:00:00,56.28,,,,28.23,79.53,,0.25,17.49,,15.34,30.97,19.68,1.15,,,,
16/08/2012 16:00:00,49.57,,,,38.69,69.52,,0.28,22.05,,17.83,31.63,16.95,1.36,,,,
16/08/2012 17:00:00,57.75,,,,34.73,75.23,,0.19,18.83,,18.96,30.82,15.68,1.34,"1,906.90",,,
16/08/2012 18:00:00,72.41,,,,30.57,101.66,,0.29,9.08,,16.14,29.71,24.83,1.54,,,,
16/08/2012 19:00:00,85.69,,,,31.89,111.36,,0.47,6.1,,16.19,28.72,23.05,2.08,,,,
16/08/2012 20:00:00,87.9,,,,19.45,163.24,,0.54,,,17.73,28.28,58.38,2.7,,,,
16/08/2012 21:00:00,84.49,,,,20.39,189.37,,1.25,,,64.93,27.64,79.14,3.39,"1,197.00",,,
16/08/2012 22:00:00,80.96,,,,32.97,163.64,,0.9,,,44.28,27.13,63.22,3.2,,,,
16/08/2012 23:00:00,75.84,,,,42.72,132.04,,0.43,,,23.41,26.76,44.12,2.57,"1,082.80",,,
17/08/2012 00:00:00,69.6,,,,77.25,97.49,,0.35,6.4,,29.96,26.38,23.76,2.57,,,,
17/08/2012 01:00:00,62.8,,,,75.2,82.75,,0.38,,,17.28,26.05,17.72,2.74,"1,897.30",,,
17/08/2012 02:00:00,65.06,,,,67.53,102.37,,0.29,,,15.63,25.71,30.10,3.35,,,,
17/08/2012 03:00:00,58.44,,,,65.64,97.87,,0.58,4.56,,11.11,25.22,31.24,1.95,,,,
17/08/2012 04:00:00,57.22,,,,38.91,175.26,,0.29,,,10.02,25.17,86.99,1.35,,,,
17/08/2012 05:00:00,54.37,,,,45.68,231.35,,0.15,,,9.56,25.13,128.58,1.23,,,,
17/08/2012 06:00:00,50.81,,,,51.47,285.42,,0.18,8.5,,9.11,25.55,169.32,1.23,,,,
17/08/2012 07:00:00,59.61,,,,55.28,272.71,,0.18,8.5,,10.45,27.12,154.56,2.31,341.50,,,
17/08/2012 08:00:00,74.13,,,,72.53,285.19,,0.15,8.5,,9.61,28.73,153.82,1.42,,,,
17/08/2012 09:00:00,64.84,,,,60.21,136.51,,0.18,8.5,,9.86,30.86,54.47,1.58,432.00,,,
17/08/2012 10:00:00,82.67,,,,48.16,139.22,,0.27,8.5,,11.59,32.28,44.75,2.22,590.25,,,
17/08/2012 11:00:00,63.99,,,,39.54,113.59,,0.43,8.5,,11.72,32.64,38.81,2.41,804.30,,,
17/08/2012 12:00:00,71.89,,,,17.28,135.68,,0.32,133.26,,12.12,33.71,49.32,2.33,,,,
17/08/2012 13:00:00,78.09,,,,33.98,93.60,,0.47,215.63,,12.06,34.05,15.45,2.42,733.10,,,
