Time,East Arjun Nagar-Delhi CPCB/Nitrogen Dioxide(NO2),East Arjun Nagar-Delhi CPCB/Toluene(TOLUENE),East Arjun Nagar-Delhi CPCB/Benzene(BENZENE),East Arjun Nagar-Delhi CPCB/Mercury(Hg),East Arjun Nagar-Delhi CPCB/SO2(SO2),East Arjun Nagar-Delhi CPCB/Nitric Oxide(NO),East Arjun Nagar-Delhi CPCB/Ozone(O3),East Arjun Nagar-Delhi CPCB/Xylene(pXy),East Arjun Nagar-Delhi CPCB/Formaldehyde(For)
13/01/2017 16:00:00,22.92,39.34,4.02,2.54,4.8,27.79,57.29,9.04,13.22
13/01/2017 17:00:00,47.72,62.95,4.32,2.59,4.53,26.33,39.28,11.09,25.41
13/01/2017 18:00:00,80.66,78.54,4.49,2.46,4.84,31.24,21.23,12.85,36.25
13/01/2017 19:00:00,86.39,166.75,6.07,2.17,6.41,35.21,28.43,17.32,43.41
13/01/2017 20:00:00,84.66,205.76,5.81,2.25,9.84,38.53,32.95,23.75,48.5
13/01/2017 21:00:00,84.22,184.41,5.22,2.06,11.03,33.56,34.05,16.96,52.49
13/01/2017 22:00:00,80.58,183.14,4.86,2.21,16.91,34.89,32.55,11.46,51.83
13/01/2017 23:00:00,74.77,180.95,5.36,1.96,14.09,35.02,29.76,14.14,47.81
14/01/2017 00:00:00,73.3,158.25,5.07,2.59,10.79,37.03,27.87,12.1,46.67
14/01/2017 01:00:00,65.27,142.37,4.82,2.58,10.48,37.65,26.62,12.9,44.52
14/01/2017 02:00:00,56.68,105.91,4.0,2.48,8.86,38.36,20.02,13.34,39.65
14/01/2017 03:00:00,48.39,72.36,4.46,2.1,11.52,33.35,19.14,12.98,41.19
14/01/2017 04:00:00,34.99,54.54,3.88,2.76,24.86,26.1,27.09,16.3,41.7
14/01/2017 05:00:00,42.83,52.69,4.1,2.44,30.63,31.45,19.03,8.73,43.56
14/01/2017 06:00:00,42.67,53.84,3.88,2.53,26.0,33.19,13.53,11.39,44.27
14/01/2017 07:00:00,44.09,53.17,4.48,2.46,34.36,29.84,20.45,16.11,47.57
14/01/2017 08:00:00,49.75,68.28,4.52,2.37,19.56,31.0,30.11,9.94,52.18
14/01/2017 09:00:00,68.2,71.01,4.2,2.35,18.33,31.89,34.79,10.63,56.36
14/01/2017 10:00:00,86.86,63.87,4.13,2.85,32.58,34.22,41.16,12.89,56.84
14/01/2017 11:00:00,82.81,62.87,4.34,2.4,14.53,28.97,52.0,12.48,53.88
14/01/2017 12:00:00,32.14,29.33,4.53,2.85,6.53,28.1,74.17,9.46,38.88
14/01/2017 13:00:00,18.78,22.69,3.76,2.66,5.31,29.79,80.79,8.86,30.8
14/01/2017 14:00:00,17.09,33.27,3.86,2.95,4.88,26.9,70.14,9.61,25.19
14/01/2017 15:00:00,34.37,32.61,3.73,2.7,4.44,30.0,50.95,12.7,32.67
14/01/2017 16:00:00,45.91,41.56,4.34,3.06,5.73,30.14,44.5,9.56,32.45
14/01/2017 17:00:00,59.26,50.17,4.44,2.8,4.78,28.95,31.88,9.39,36.08
14/01/2017 18:00:00,53.03,77.25,4.5,3.06,4.85,29.72,34.73,8.83,37.21
14/01/2017 19:00:00,48.73,115.36,4.37,2.31,5.25,32.09,32.77,10.85,41.84
14/01/2017 20:00:00,51.84,109.67,4.76,2.17,6.78,32.14,23.81,10.41,41.36
14/01/2017 21:00:00,56.42,96.11,5.08,2.64,6.33,29.91,23.25,11.16,44.05
14/01/2017 22:00:00,57.66,77.06,4.32,2.36,7.73,33.39,20.89,11.46,43.16
14/01/2017 23:00:00,42.86,57.36,4.24,2.47,7.54,29.66,24.49,10.87,37.66
15/01/2017 00:00:00,17.87,31.82,3.71,2.52,8.1,30.63,34.01,9.19,36.14
15/01/2017 01:00:00,45.34,41.69,3.81,2.56,7.17,30.97,17.09,10.94,39.16
15/01/2017 02:00:00,50.59,54.4,4.22,2.74,6.26,33.21,12.7,9.66,37.9
15/01/2017 03:00:00,48.01,54.7,4.22,2.66,5.7,34.75,11.72,9.21,38.98
15/01/2017 04:00:00,43.12,66.71,4.36,2.68,5.4,35.94,14.44,11.39,37.44
15/01/2017 05:00:00,45.74,60.67,4.49,2.66,5.71,37.89,15.6,11.01,37.35
15/01/2017 06:00:00,43.37,65.09,3.92,2.48,7.76,40.27,14.82,11.86,34.61
15/01/2017 07:00:00,44.2,71.96,5.0,2.71,5.89,42.41,18.06,10.12,40.19
15/01/2017 08:00:00,53.19,77.67,5.25,3.19,6.4,36.16,19.91,9.43,45.04
15/01/2017 09:00:00,76.34,73.92,4.33,2.72,9.4,34.91,30.85,13.81,53.44
15/01/2017 10:00:00,74.89,55.04,4.51,3.28,8.39,32.83,42.42,10.26,55.59
15/01/2017 11:00:00,42.71,25.11,3.78,2.6,8.96,30.49,51.07,10.19,41.89
15/01/2017 12:00:00,43.45,20.27,3.58,2.69,8.9,29.39,55.6,8.35,29.65
15/01/2017 13:00:00,44.02,19.13,3.93,2.94,8.02,29.64,65.33,9.47,25.1
15/01/2017 14:00:00,41.11,19.67,3.7,3.93,17.22,28.45,85.22,10.36,29.11
15/01/2017 15:00:00,38.43,22.41,4.72,3.84,27.39,25.95,90.74,8.95,27.06
15/01/2017 16:00:00,49.2,21.26,4.54,3.75,32.24,27.5,80.77,9.01,29.42
15/01/2017 17:00:00,66.62,47.13,4.0,3.19,11.9,30.31,43.08,10.2,28.42
15/01/2017 18:00:00,97.53,76.84,4.29,2.63,8.19,34.53,20.55,10.64,36.53
15/01/2017 19:00:00,98.69,114.63,4.9,2.51,7.25,43.29,29.22,13.21,45.01
15/01/2017 20:00:00,94.53,151.72,5.13,2.41,8.05,47.91,32.08,20.43,48.8
15/01/2017 21:00:00,83.59,117.08,4.37,2.54,6.94,40.3,22.21,14.02,41.23
15/01/2017 22:00:00,76.39,120.87,4.43,2.4,13.53,38.41,23.77,16.83,40.88
15/01/2017 23:00:00,71.74,83.29,4.03,2.98,8.38,32.69,17.25,12.82,36.49
16/01/2017 00:00:00,69.31,57.38,4.0,2.52,4.78,31.88,17.2,9.44,36.94
16/01/2017 01:00:00,61.0,48.19,4.03,2.89,4.11,28.5,20.1,10.95,35.81
16/01/2017 02:00:00,42.82,39.49,3.62,2.66,3.86,29.89,26.29,11.48,33.7
16/01/2017 03:00:00,22.21,29.61,3.51,2.58,4.7,30.0,40.48,10.2,36.53
16/01/2017 04:00:00,17.61,25.74,3.67,2.58,4.42,28.36,38.87,9.57,38.4
16/01/2017 05:00:00,30.97,28.15,3.12,2.25,6.83,29.04,23.57,9.96,39.62
16/01/2017 06:00:00,50.24,40.67,4.26,2.82,5.92,34.27,16.63,15.1,38.89
16/01/2017 07:00:00,55.84,46.12,3.77,2.88,9.37,35.82,14.58,12.34,41.95
16/01/2017 08:00:00,59.52,60.41,4.27,2.65,11.83,36.69,14.57,12.91,45.26
16/01/2017 09:00:00,70.72,55.78,4.27,2.95,7.65,39.49,15.84,10.71,47.18
16/01/2017 10:00:00,50.4,45.99,4.1,2.77,7.66,33.55,28.84,9.95,44.62
16/01/2017 11:00:00,30.97,29.32,3.8,2.87,7.2,29.47,42.94,10.48,37.87
16/01/2017 12:00:00,29.95,33.96,3.87,2.3,6.19,28.17,48.42,11.6,31.73
16/01/2017 13:00:00,23.85,24.32,3.96,2.31,4.29,28.49,53.54,9.05,24.72
16/01/2017 14:00:00,26.28,27.29,3.84,2.41,3.05,28.93,44.28,8.94,23.63
16/01/2017 15:00:00,27.15,25.08,4.07,2.52,2.09,28.92,41.59,10.91,22.43
16/01/2017 16:00:00,30.09,33.05,3.7,2.25,4.02,26.02,38.89,12.43,26.47
16/01/2017 17:00:00,38.03,33.63,4.08,2.49,3.18,27.93,25.07,11.85,28.55
16/01/2017 18:00:00,39.45,51.26,3.37,2.32,3.32,30.53,19.21,11.62,31.07
16/01/2017 19:00:00,34.2,56.21,3.84,2.34,2.92,28.84,22.85,15.97,35.08
16/01/2017 20:00:00,32.44,49.7,3.69,2.66,2.79,28.43,18.65,10.17,37.15
16/01/2017 21:00:00,25.47,38.89,3.78,2.69,3.06,27.14,21.46,8.86,36.93
16/01/2017 22:00:00,24.66,35.73,4.16,3.13,2.32,27.19,24.41,11.52,35.11
16/01/2017 23:00:00,24.01,29.83,3.81,2.51,1.07,30.21,24.48,11.63,38.61
17/01/2017 00:00:00,21.84,24.97,4.05,3.08,1.9,32.38,24.64,8.62,38.85
17/01/2017 01:00:00,21.77,25.82,4.4,2.97,4.1,29.57,21.06,11.98,38.75
17/01/2017 02:00:00,14.01,21.45,3.19,2.5,2.95,32.34,26.18,11.48,40.19
17/01/2017 03:00:00,15.54,20.19,3.52,2.59,1.9,28.02,27.59,11.91,40.14
17/01/2017 04:00:00,20.84,20.18,3.11,2.72,2.44,30.96,19.55,10.62,43.47
17/01/2017 05:00:00,27.67,18.55,3.24,2.63,3.61,30.22,14.16,8.75,42.83
17/01/2017 06:00:00,27.34,22.08,3.14,2.99,3.09,27.24,18.48,10.79,42.03
17/01/2017 07:00:00,23.02,19.71,3.47,2.93,1.52,27.63,23.0,14.56,43.83
17/01/2017 08:00:00,26.94,26.29,3.31,2.55,1.57,27.52,27.77,9.23,43.69
17/01/2017 09:00:00,21.06,26.01,3.53,2.84,1.14,30.13,30.31,10.21,43.11
17/01/2017 10:00:00,18.91,24.08,3.74,2.75,1.02,28.7,30.9,8.38,45.2
17/01/2017 11:00:00,20.48,29.62,3.84,2.36,1.05,31.76,30.93,9.84,44.6
17/01/2017 12:00:00,28.15,32.99,4.08,2.75,1.39,28.86,38.66,10.69,42.98
17/01/2017 13:00:00,28.72,30.49,4.01,2.33,1.61,30.92,47.58,10.33,37.62
17/01/2017 14:00:00,30.31,25.55,4.08,2.92,1.93,27.82,47.08,8.95,29.1
17/01/2017 15:00:00,37.45,28.65,3.77,2.96,1.66,28.74,44.67,8.97,29.62
17/01/2017 16:00:00,40.17,34.04,4.33,2.94,1.79,31.31,42.1,10.51,31.34
17/01/2017 17:00:00,42.56,39.7,4.05,2.53,6.04,27.42,32.26,10.69,36.66
17/01/2017 18:00:00,46.02,58.45,3.75,2.43,6.22,29.83,21.23,12.43,40.36
17/01/2017 19:00:00,47.78,66.15,4.62,2.72,4.62,33.6,17.5,12.22,42.42
17/01/2017 20:00:00,46.44,90.0,3.71,2.38,7.8,30.38,18.78,15.29,43.69
17/01/2017 21:00:00,34.82,83.36,3.53,2.68,7.3,25.07,21.49,12.78,43.45
17/01/2017 22:00:00,30.46,51.19,3.65,2.81,14.18,25.53,25.22,9.34,40.63
17/01/2017 23:00:00,26.16,37.48,4.03,2.92,14.14,29.89,21.22,8.04,39.71
18/01/2017 00:00:00,21.79,30.13,4.35,3.44,7.8,32.16,24.96,10.36,40.53
18/01/2017 01:00:00,17.52,25.26,4.15,2.54,3.38,31.35,25.86,9.57,42.34
18/01/2017 02:00:00,24.03,28.09,3.78,2.49,2.98,30.69,13.46,8.96,42.02
18/01/2017 03:00:00,17.0,27.03,3.59,2.92,3.13,31.05,16.3,12.98,43.02
18/01/2017 04:00:00,16.99,28.32,3.45,2.62,3.02,30.52,20.24,8.62,45.25
18/01/2017 05:00:00,22.06,31.09,3.93,3.16,4.69,29.11,23.1,9.75,47.43
18/01/2017 06:00:00,37.17,37.83,3.77,2.2,10.4,31.08,16.06,13.09,47.31
18/01/2017 07:00:00,41.49,46.46,4.38,3.02,19.93,35.8,14.84,9.39,48.57
18/01/2017 08:00:00,47.29,55.17,3.93,2.07,15.89,42.59,16.13,10.66,49.46
18/01/2017 09:00:00,43.39,40.96,3.98,2.87,6.72,37.5,27.76,19.1,53.96
18/01/2017 10:00:00,22.24,31.15,3.57,2.34,16.43,34.39,46.93,10.39,46.46
18/01/2017 11:00:00,21.63,29.37,3.9,2.72,20.06,29.2,43.97,10.25,43.42
18/01/2017 12:00:00,19.29,32.11,3.45,2.8,8.23,28.74,54.33,9.53,39.39
18/01/2017 13:00:00,18.09,33.35,3.92,2.85,8.08,27.39,64.51,8.94,33.12
18/01/2017 14:00:00,19.24,33.53,3.92,2.75,9.59,28.94,59.01,9.57,23.63
18/01/2017 15:00:00,23.91,32.04,3.66,2.8,14.62,28.0,60.7,8.89,21.18
18/01/2017 16:00:00,28.28,32.25,3.59,2.71,10.74,28.25,52.99,9.89,24.78
18/01/2017 17:00:00,34.03,63.05,4.63,2.13,6.61,27.89,42.7,9.59,30.2
18/01/2017 18:00:00,41.05,87.58,4.12,2.66,9.4,27.56,32.17,11.9,34.68
18/01/2017 19:00:00,52.27,99.26,4.55,2.3,11.61,27.84,23.69,14.16,38.66
18/01/2017 20:00:00,53.4,94.84,4.74,2.56,27.99,31.55,22.92,13.39,41.64
18/01/2017 21:00:00,46.76,76.19,4.28,2.61,38.33,28.53,21.44,9.61,39.15
18/01/2017 22:00:00,49.59,77.45,4.08,2.42,23.43,33.59,21.09,11.15,37.98
18/01/2017 23:00:00,44.89,58.13,3.88,2.78,7.67,33.76,17.12,12.22,37.67
19/01/2017 00:00:00,42.64,45.01,4.03,2.68,11.64,28.9,18.53,10.66,38.01
19/01/2017 01:00:00,38.54,35.89,3.95,2.35,17.46,30.08,16.2,15.65,37.34
19/01/2017 02:00:00,37.06,28.39,3.82,2.09,17.41,30.94,11.78,10.8,36.64
19/01/2017 03:00:00,36.09,24.68,3.52,2.27,15.02,29.38,13.59,11.92,38.75
19/01/2017 04:00:00,32.81,27.17,3.83,2.23,10.8,30.4,15.57,10.11,38.47
19/01/2017 05:00:00,31.25,24.45,3.4,2.98,8.24,32.96,13.85,9.09,41.9
19/01/2017 06:00:00,34.13,24.4,4.8,3.05,14.45,31.09,16.07,9.45,41.96
19/01/2017 07:00:00,34.78,32.56,3.84,2.24,10.37,31.85,12.8,11.34,44.77
19/01/2017 08:00:00,36.61,39.91,4.12,2.85,5.72,32.81,16.79,13.94,45.49
19/01/2017 09:00:00,35.09,34.57,3.77,2.53,4.84,34.47,18.7,12.65,52.79
19/01/2017 10:00:00,37.31,42.89,4.1,2.61,5.75,33.54,29.65,9.08,50.81
19/01/2017 11:00:00,35.52,48.02,3.86,3.08,4.41,33.86,43.71,10.83,42.59
19/01/2017 12:00:00,18.91,36.74,3.81,2.49,4.74,30.77,52.51,12.8,27.18
19/01/2017 13:00:00,18.61,29.49,3.75,2.83,8.41,29.28,60.67,10.85,19.84
19/01/2017 14:00:00,17.02,18.35,3.8,2.56,7.25,26.94,60.14,9.07,16.08
19/01/2017 15:00:00,16.76,27.29,3.72,2.65,7.67,28.37,56.22,9.11,12.96
19/01/2017 16:00:00,24.87,32.09,3.75,2.78,4.97,26.11,47.64,9.99,14.65
19/01/2017 17:00:00,41.34,40.23,3.83,2.36,2.38,25.71,32.57,10.2,23.4
19/01/2017 18:00:00,48.42,54.86,4.25,2.49,3.47,28.34,24.0,9.78,28.68
19/01/2017 19:00:00,56.46,71.76,4.46,2.58,6.81,28.25,21.86,10.79,32.66
19/01/2017 20:00:00,50.49,69.28,4.16,2.59,4.93,29.48,23.99,9.25,32.15
19/01/2017 21:00:00,38.68,59.02,4.09,2.81,3.14,29.06,24.69,9.26,31.36
19/01/2017 22:00:00,29.58,40.51,3.67,2.69,5.1,28.35,25.97,9.37,34.13
19/01/2017 23:00:00,31.7,36.1,3.8,2.4,6.98,28.45,24.17,9.53,35.61
20/01/2017 00:00:00,36.54,28.55,4.03,2.85,3.07,27.02,19.14,9.49,37.36
20/01/2017 01:00:00,30.12,25.3,3.27,2.59,3.19,26.76,18.77,8.78,36.28
20/01/2017 02:00:00,28.63,26.81,3.81,2.69,4.78,30.73,21.5,9.33,37.81
20/01/2017 03:00:00,23.92,25.05,3.46,2.82,5.37,27.49,24.24,9.6,38.71
20/01/2017 04:00:00,24.63,22.9,3.72,2.88,5.19,25.98,25.76,10.39,40.41
20/01/2017 05:00:00,29.08,21.02,3.84,2.67,5.7,29.63,23.02,9.45,40.91
20/01/2017 06:00:00,33.13,22.08,3.78,2.94,5.02,28.46,21.25,9.62,41.08
20/01/2017 07:00:00,37.3,30.2,3.18,2.99,5.17,29.74,18.46,8.55,44.48
20/01/2017 08:00:00,37.2,34.79,4.48,2.73,4.99,32.01,18.81,8.48,46.79
20/01/2017 09:00:00,33.26,31.04,3.87,2.71,4.06,32.61,27.05,10.59,48.73
20/01/2017 10:00:00,31.52,35.98,4.01,2.75,4.83,28.86,39.41,9.65,47.96
20/01/2017 11:00:00,30.34,41.01,4.02,2.98,5.85,29.01,49.47,8.59,45.16
20/01/2017 12:00:00,26.12,31.29,4.09,2.74,4.46,28.23,54.79,8.81,34.86
20/01/2017 13:00:00,24.37,20.19,3.77,2.7,4.3,26.48,62.26,9.07,26.29
20/01/2017 14:00:00,26.76,15.33,3.88,2.94,3.3,27.02,55.09,9.11,22.04
20/01/2017 15:00:00,28.15,10.8,3.51,2.65,2.54,27.7,47.94,9.25,21.75
20/01/2017 16:00:00,29.45,13.56,3.76,2.8,2.56,28.63,43.63,8.86,18.23
20/01/2017 17:00:00,38.73,32.39,3.8,2.8,2.43,28.82,36.1,9.9,25.29
20/01/2017 18:00:00,53.11,51.53,4.12,2.69,3.44,27.25,28.89,9.43,30.95
20/01/2017 19:00:00,67.42,66.59,4.63,2.5,8.45,31.26,20.47,11.53,37.02
20/01/2017 20:00:00,66.03,72.51,4.8,2.63,8.03,33.1,20.63,12.88,37.99
20/01/2017 21:00:00,63.34,76.03,4.75,2.12,7.31,33.31,19.41,12.85,38.5
20/01/2017 22:00:00,62.32,70.79,4.51,2.59,6.61,32.52,17.92,9.31,40.3
20/01/2017 23:00:00,59.21,46.52,3.79,2.5,6.69,31.47,16.29,9.55,39.76
21/01/2017 00:00:00,52.45,34.58,4.08,2.74,7.06,29.46,19.69,11.15,40.13
21/01/2017 01:00:00,43.38,35.91,3.94,2.59,6.57,29.51,21.87,11.73,40.86
21/01/2017 02:00:00,45.36,40.16,3.84,2.44,6.01,28.34,22.09,10.41,40.79
21/01/2017 03:00:00,35.5,37.89,4.29,2.77,5.4,28.78,26.95,9.33,41.7
21/01/2017 04:00:00,29.87,32.05,3.93,2.44,6.8,30.52,28.7,9.52,40.95
21/01/2017 05:00:00,34.31,27.84,3.33,2.3,6.95,26.74,19.92,9.21,42.71
21/01/2017 06:00:00,39.84,28.83,3.6,2.54,7.16,29.75,15.38,9.28,42.44
21/01/2017 07:00:00,40.76,39.3,4.2,2.9,8.89,32.76,16.33,9.32,45.17
21/01/2017 08:00:00,45.22,44.27,4.24,2.66,9.88,33.21,24.52,9.33,49.73
21/01/2017 09:00:00,52.0,51.04,3.95,2.84,10.12,30.36,29.63,10.64,53.37
21/01/2017 10:00:00,46.34,40.73,4.11,2.76,23.64,30.94,37.68,9.72,53.49
21/01/2017 11:00:00,54.89,43.36,4.16,2.74,25.87,29.5,49.91,9.46,45.61
21/01/2017 12:00:00,52.75,46.5,4.65,2.84,9.84,29.2,58.12,9.69,40.73
21/01/2017 13:00:00,58.43,45.78,4.73,2.56,6.9,30.23,52.31,9.85,39.23
21/01/2017 14:00:00,38.2,34.51,4.03,2.58,4.36,27.2,53.45,9.29,32.2
21/01/2017 15:00:00,56.27,42.73,4.15,2.46,5.51,27.5,44.23,9.26,36.86
21/01/2017 16:00:00,67.08,51.91,4.46,2.72,6.64,30.36,35.25,9.75,39.83
21/01/2017 17:00:00,76.06,65.2,4.36,2.63,9.02,30.84,23.03,11.7,41.5
21/01/2017 18:00:00,81.56,71.31,4.92,2.53,8.61,32.3,19.95,11.03,42.57
21/01/2017 19:00:00,80.31,94.55,5.76,2.4,7.93,39.15,26.73,12.51,48.27
21/01/2017 20:00:00,83.24,146.18,7.23,2.54,7.11,48.19,31.26,18.6,52.58
21/01/2017 21:00:00,78.13,188.04,7.53,2.03,13.49,49.36,35.34,17.61,50.64
21/01/2017 22:00:00,60.28,127.7,5.93,2.31,17.3,38.51,27.09,13.28,42.16
21/01/2017 23:00:00,50.73,87.15,5.1,2.75,10.04,30.93,21.08,12.35,37.98
22/01/2017 00:00:00,45.59,74.74,5.09,2.71,8.2,32.78,19.86,10.05,36.36
22/01/2017 01:00:00,42.27,68.91,4.57,2.57,8.21,33.21,19.48,10.21,36.77
22/01/2017 02:00:00,38.99,64.12,5.03,2.8,8.08,31.66,18.64,10.75,37.86
22/01/2017 03:00:00,32.96,47.4,4.51,2.77,11.87,27.96,15.52,8.96,35.95
22/01/2017 04:00:00,34.73,42.64,3.98,2.68,31.94,29.48,18.98,8.61,36.85
22/01/2017 05:00:00,31.56,46.46,3.63,2.46,18.82,30.88,16.51,6.04,38.06
22/01/2017 06:00:00,31.53,37.25,3.39,2.46,14.79,29.91,18.68,8.79,39.09
22/01/2017 07:00:00,37.35,49.05,4.36,2.22,9.54,37.35,17.17,10.01,38.72
22/01/2017 08:00:00,46.32,59.66,3.94,2.65,13.08,36.72,21.32,10.06,42.21
22/01/2017 09:00:00,47.11,42.97,4.57,2.77,16.9,32.38,26.62,9.04,45.04
22/01/2017 10:00:00,46.73,40.14,4.16,2.7,13.41,30.11,36.41,9.71,45.16
22/01/2017 11:00:00,56.97,38.97,4.5,2.61,9.53,31.05,41.34,9.03,44.94
22/01/2017 12:00:00,51.39,47.13,3.77,2.64,8.43,29.25,60.07,9.89,36.47
22/01/2017 13:00:00,25.23,22.47,4.34,2.61,8.75,28.6,73.36,9.13,28.08
22/01/2017 14:00:00,18.21,20.64,3.64,2.58,2.87,27.33,53.95,9.15,18.84
22/01/2017 15:00:00,20.07,15.41,3.94,2.83,8.43,28.09,57.9,9.31,19.24
22/01/2017 16:00:00,20.76,42.52,3.83,2.66,7.16,27.15,53.97,9.3,17.71
22/01/2017 17:00:00,50.19,55.34,4.13,2.62,6.0,29.58,27.89,10.98,24.21
22/01/2017 18:00:00,66.07,49.56,4.14,2.71,7.43,29.89,17.79,10.59,29.43
22/01/2017 19:00:00,70.48,86.34,4.77,2.73,8.42,39.47,20.8,12.53,28.4
22/01/2017 20:00:00,66.47,84.81,4.84,2.48,10.31,38.08,23.59,12.53,31.43
22/01/2017 21:00:00,58.65,94.19,4.73,2.35,11.65,39.81,23.56,14.22,30.01
22/01/2017 22:00:00,51.8,99.56,4.94,2.38,9.5,37.3,22.86,11.86,29.06
22/01/2017 23:00:00,45.22,80.99,4.84,2.75,8.33,36.64,21.68,9.62,27.97
23/01/2017 00:00:00,42.92,56.66,4.4,2.08,6.67,34.43,19.75,11.34,25.84
23/01/2017 01:00:00,41.18,42.05,3.95,2.87,5.13,30.55,19.22,10.11,27.58
23/01/2017 02:00:00,36.85,37.98,4.25,2.67,5.13,31.27,18.56,10.56,28.93
23/01/2017 03:00:00,21.11,33.28,3.77,2.54,5.98,27.33,30.12,11.31,29.97
23/01/2017 04:00:00,18.23,28.12,3.5,2.49,6.15,26.92,26.65,8.58,31.9
23/01/2017 05:00:00,18.43,27.68,3.39,2.59,10.42,27.57,27.14,9.06,33.89
23/01/2017 06:00:00,26.92,28.48,4.02,2.7,11.05,27.48,20.34,9.5,34.7
23/01/2017 07:00:00,44.09,39.17,3.8,2.79,8.38,34.14,13.85,9.86,38.24
23/01/2017 08:00:00,53.2,56.56,4.42,2.57,7.48,43.38,15.98,12.48,41.11
23/01/2017 09:00:00,80.26,62.56,4.37,2.83,7.31,41.44,21.71,11.11,47.71
23/01/2017 10:00:00,81.1,45.89,4.02,2.73,9.24,34.45,36.89,11.62,50.44
23/01/2017 11:00:00,67.92,39.33,4.28,2.74,15.4,28.8,56.81,9.47,42.94
23/01/2017 12:00:00,42.26,26.59,3.98,2.65,7.63,30.0,64.57,9.22,28.54
23/01/2017 13:00:00,34.23,16.81,4.19,2.73,5.91,25.55,64.84,9.29,21.23
23/01/2017 14:00:00,30.9,14.77,3.76,2.83,4.0,26.87,59.43,9.22,18.94
23/01/2017 15:00:00,30.77,22.14,3.66,2.71,3.63,27.84,56.38,9.33,15.72
23/01/2017 16:00:00,23.96,41.79,3.84,2.61,4.0,27.0,63.59,9.63,16.02
23/01/2017 17:00:00,27.17,57.26,4.55,2.79,3.88,27.98,50.45,11.44,17.64
23/01/2017 18:00:00,46.98,89.14,4.76,2.19,5.85,28.42,34.18,9.88,25.66
23/01/2017 19:00:00,65.28,83.26,5.02,2.42,8.82,32.18,23.9,12.61,29.14
23/01/2017 20:00:00,64.58,130.28,5.69,2.43,12.5,32.27,21.36,17.0,32.87
23/01/2017 21:00:00,64.1,105.68,5.43,2.42,17.36,32.67,19.87,15.54,31.57
23/01/2017 22:00:00,59.13,77.03,5.22,2.67,10.79,28.39,18.17,13.07,30.72
23/01/2017 23:00:00,54.03,64.8,4.86,2.62,8.6,29.65,17.2,9.81,29.27
24/01/2017 00:00:00,33.77,49.02,4.22,2.71,8.97,28.14,29.54,9.48,28.47
24/01/2017 01:00:00,49.98,48.07,4.53,2.86,8.89,29.38,17.7,11.81,29.1
24/01/2017 02:00:00,54.7,56.91,4.55,2.8,8.46,35.54,19.27,9.94,27.6
24/01/2017 03:00:00,47.49,56.56,4.54,2.67,5.69,38.99,19.04,9.66,28.2
24/01/2017 04:00:00,46.84,51.64,4.33,2.41,9.24,34.2,22.03,9.5,27.68
24/01/2017 05:00:00,46.63,48.28,4.52,2.5,10.05,32.35,19.39,9.84,28.82
24/01/2017 06:00:00,45.48,50.05,4.29,2.42,8.9,32.55,20.7,13.26,31.93
24/01/2017 07:00:00,42.29,55.1,4.44,2.61,9.39,41.52,21.33,10.25,34.38
24/01/2017 08:00:00,53.14,55.93,5.07,2.79,12.66,36.44,23.77,10.44,39.07
24/01/2017 09:00:00,80.55,59.29,5.34,2.94,13.51,37.54,25.01,13.02,50.14
24/01/2017 10:00:00,71.39,49.08,4.79,2.74,24.34,29.81,47.96,10.71,49.69
24/01/2017 11:00:00,73.67,33.75,4.53,2.56,15.61,29.98,51.24,9.06,41.88
24/01/2017 12:00:00,60.6,29.57,4.43,2.54,15.54,29.86,74.42,10.15,35.12
24/01/2017 13:00:00,34.66,30.29,4.17,2.57,12.13,28.61,90.69,9.1,29.36
24/01/2017 14:00:00,23.13,28.14,4.19,2.78,15.75,27.89,85.56,8.76,16.37
24/01/2017 15:00:00,21.71,22.96,3.93,2.75,10.64,26.68,69.47,8.94,13.84
24/01/2017 16:00:00,22.97,23.72,3.74,2.67,5.28,27.01,60.12,9.1,13.18
24/01/2017 17:00:00,40.42,53.79,4.04,2.7,6.53,28.95,49.95,8.35,24.04
24/01/2017 18:00:00,76.63,117.54,4.61,2.3,9.46,28.88,27.7,8.85,32.64
24/01/2017 19:00:00,88.58,127.89,4.74,1.96,24.08,37.46,25.05,6.86,34.31
24/01/2017 20:00:00,85.19,138.52,5.47,2.27,17.85,43.72,32.88,9.58,38.0
24/01/2017 21:00:00,82.39,189.8,5.44,2.21,44.91,54.04,34.05,20.73,37.15
24/01/2017 22:00:00,92.65,246.7,7.73,1.95,27.08,71.11,48.88,35.48,43.77
24/01/2017 23:00:00,81.1,273.16,7.27,1.77,15.95,66.56,48.15,25.44,36.1
25/01/2017 00:00:00,50.57,133.83,5.26,2.3,30.89,43.34,37.16,6.64,25.37
25/01/2017 01:00:00,49.87,88.82,4.8,2.6,35.61,38.06,23.94,12.93,30.62
25/01/2017 02:00:00,49.92,148.59,4.57,2.32,53.71,40.75,23.19,10.81,29.38
25/01/2017 03:00:00,52.41,123.95,4.88,2.66,47.93,42.95,23.87,13.46,28.85
25/01/2017 04:00:00,48.42,131.16,4.64,2.43,54.36,38.8,19.23,13.75,26.0
25/01/2017 05:00:00,47.54,53.37,4.16,4.88,56.16,36.67,24.46,9.27,25.38
25/01/2017 06:00:00,50.37,121.0,4.61,3.23,48.83,40.2,24.72,9.84,28.31
25/01/2017 07:00:00,61.56,84.96,4.97,2.77,24.29,44.62,23.54,14.07,34.0
